"Del","Vin","Pkg","Cst","Mil","Dom","Haz","Car"
9.5,23,5,16,1975,"C","N","M-Press Delivery"
5.9,11,6,6,1180,"C","H","M-Press Delivery"
12.6,10,6,5,2224,"C","H","M-Press Delivery"
14.2,11,3,10,1956,"C","N","M-Press Delivery"
8.7,10,2,15,1357,"C","N","M-Press Delivery"
12.4,12,5,10,1599,"C","N","Fed Post"
8.5,8,1,9,1311,"C","N","M-Press Delivery"
15.6,10,1,7,2884,"C","N","M-Press Delivery"
7.9,20,6,6,1459,"C","N","M-Press Delivery"
10.8,15,1,9,2054,"C","N","M-Press Delivery"
6.8,6,8,9,1347,"C","N","M-Press Delivery"
13.7,11,4,4,2165,"C","H","M-Press Delivery"
11,17,4,9,2037,"I","H","M-Press Delivery"
8.9,16,2,9,1218,"C","H","M-Press Delivery"
10.6,18,7,9,1546,"I","N","M-Press Delivery"
13,19,4,10,2124,"I","H","Fed Post"
11.3,16,1,13,1295,"C","H","Fed Post"
16.7,19,5,10,1582,"I","H","Fed Post"
7.5,6,8,8,742,"I","H","Fed Post"
14.2,16,1,9,2388,"C","H","M-Press Delivery"
7,13,5,9,1048,"I","H","M-Press Delivery"
12,10,2,15,1554,"C","N","Fed Post"
8.1,11,6,7,1015,"C","N","Fed Post"
15.2,11,5,10,1677,"C","N","Fed Post"
5.8,14,3,6,785,"C","N","Fed Post"
8.4,13,3,5,1359,"C","H","M-Press Delivery"
6.6,10,3,15,1096,"C","N","M-Press Delivery"
7.8,9,5,8,982,"C","N","Fed Post"
12,9,1,13,2035,"C","N","Fed Post"
8.7,13,8,13,1952,"C","N","M-Press Delivery"
12.2,18,9,4,1488,"I","N","Fed Post"
7,15,3,13,1068,"C","H","Fed Post"
15.3,22,1,10,1641,"I","N","Fed Post"
8.7,11,3,7,1605,"C","N","Fed Post"
10.5,11,8,12,1762,"C","N","M-Press Delivery"
9,15,3,11,1345,"C","N","M-Press Delivery"
8.2,8,2,6,871,"I","H","M-Press Delivery"
13,13,2,9,2071,"C","N","Fed Post"
12.8,9,5,13,2345,"C","N","M-Press Delivery"
14.8,16,2,10,1959,"C","N","Fed Post"
13.2,6,1,9,2038,"C","N","Fed Post"
8.8,15,6,6,1778,"C","N","M-Press Delivery"
8.7,16,5,11,1462,"C","N","M-Press Delivery"
9.5,9,1,8,1353,"I","N","Fed Post"
13,11,3,6,2190,"C","N","M-Press Delivery"
8.5,15,3,9,802,"C","N","Fed Post"
14.6,10,8,9,2577,"C","N","Fed Post"
6.1,17,2,12,996,"I","N","Fed Post"
10.2,20,4,8,1305,"I","N","Fed Post"
13.6,13,4,11,1886,"I","N","Fed Post"
11.1,11,1,10,1381,"C","H","Fed Post"
5.5,18,1,8,1576,"C","N","M-Press Delivery"
12.4,16,2,6,1666,"C","H","Fed Post"
8.8,13,2,12,2007,"C","H","M-Press Delivery"
15.1,12,2,6,2324,"I","N","Fed Post"
14.6,14,3,11,2264,"I","N","M-Press Delivery"
9.4,19,4,7,1784,"C","N","Fed Post"
11.9,11,1,10,1813,"C","N","Fed Post"
13.8,18,9,10,2681,"C","N","Fed Post"
8.2,11,5,6,1708,"C","N","Fed Post"
11.9,9,3,9,2037,"C","N","M-Press Delivery"
13,14,3,9,1629,"C","H","Fed Post"
10.8,13,4,7,1812,"C","N","M-Press Delivery"
8.9,10,4,5,1207,"I","H","M-Press Delivery"
4.7,15,3,6,732,"C","H","Fed Post"
12.5,13,3,12,2035,"I","N","M-Press Delivery"
4.1,14,3,6,572,"C","H","Fed Post"
15.1,16,2,9,1813,"C","H","Fed Post"
10.2,13,6,7,1389,"C","N","M-Press Delivery"
9.1,14,8,9,1284,"C","H","M-Press Delivery"
10.1,11,4,14,1692,"I","N","M-Press Delivery"
5.6,15,3,4,738,"I","H","M-Press Delivery"
5.8,14,6,4,1132,"C","N","Fed Post"
4.4,8,1,7,371,"I","N","M-Press Delivery"
9.1,13,4,8,944,"I","H","Fed Post"
10.3,9,4,12,2001,"I","N","M-Press Delivery"
11,13,2,10,2089,"C","N","Fed Post"
14.8,9,3,12,2384,"C","N","Fed Post"
8.9,7,4,11,1740,"C","N","M-Press Delivery"
3.5,10,7,10,313,"I","N","Fed Post"
9,10,5,5,1794,"C","N","M-Press Delivery"
15.6,20,6,9,1987,"I","H","M-Press Delivery"
10.8,18,5,9,1969,"C","N","M-Press Delivery"
14.5,11,8,2,1816,"I","H","Fed Post"
2,14,5,7,1027,"C","N","M-Press Delivery"
8.7,9,1,18,1607,"C","N","M-Press Delivery"
4.6,15,4,4,943,"C","N","M-Press Delivery"
8.1,18,4,7,1731,"I","N","M-Press Delivery"
18,14,1,10,2437,"C","N","Fed Post"
7.2,17,4,6,1471,"I","H","M-Press Delivery"
11.2,9,5,7,1748,"C","N","Fed Post"
13.6,12,5,8,1849,"C","H","Fed Post"
13.4,14,3,8,2362,"C","N","M-Press Delivery"
9.6,13,7,11,1589,"C","H","Fed Post"
10.6,8,6,10,1628,"C","N","Fed Post"
8.5,11,4,9,1052,"C","N","Fed Post"
10.3,16,4,10,2119,"C","N","M-Press Delivery"
7.8,19,4,10,1401,"I","N","Fed Post"
12.9,19,5,9,1622,"C","N","M-Press Delivery"
16.2,19,4,13,2888,"C","N","Fed Post"
8.9,14,2,9,1644,"C","H","Fed Post"
9,11,1,9,1063,"C","N","Fed Post"
5.5,16,6,9,663,"I","N","M-Press Delivery"
5.1,14,2,12,1304,"C","N","M-Press Delivery"
12.6,11,10,11,2438,"C","N","Fed Post"
12.6,15,7,11,2025,"I","N","M-Press Delivery"
10.5,12,2,9,1244,"I","N","Fed Post"
11.3,19,2,12,1264,"I","N","Fed Post"
10.9,17,6,13,1737,"I","N","Fed Post"
16.4,15,3,13,2699,"C","N","Fed Post"
9.9,13,4,10,1708,"I","N","M-Press Delivery"
11.2,15,4,4,1701,"I","H","M-Press Delivery"
12.5,17,5,7,2008,"C","N","M-Press Delivery"
11,11,2,9,1896,"C","H","M-Press Delivery"
6.6,14,11,8,952,"C","N","M-Press Delivery"
9.2,14,2,9,1650,"C","H","M-Press Delivery"
14.3,20,6,16,2441,"C","N","Fed Post"
10.6,12,5,8,1655,"C","N","M-Press Delivery"
15.2,16,6,4,2015,"I","H","Fed Post"
9.7,18,6,9,2449,"C","N","M-Press Delivery"
10.5,16,5,7,1608,"C","N","Fed Post"
11.4,12,2,10,1803,"C","N","M-Press Delivery"
10,10,3,11,1732,"I","N","M-Press Delivery"
8,11,3,8,1044,"I","N","M-Press Delivery"
10.1,17,2,7,1785,"I","N","M-Press Delivery"
12.1,16,4,5,1903,"C","H","M-Press Delivery"
15.6,18,2,13,2103,"C","N","Fed Post"
10.3,19,2,7,1481,"I","N","M-Press Delivery"
13.3,10,5,9,1969,"C","N","Fed Post"
6.7,20,2,5,802,"C","N","M-Press Delivery"
12.1,10,6,10,1815,"C","N","M-Press Delivery"
14.2,16,1,7,1510,"C","N","Fed Post"
13.4,12,5,8,2153,"C","N","Fed Post"
12.7,18,6,10,2566,"I","N","Fed Post"
10.4,11,2,6,1368,"C","H","Fed Post"
7.1,7,5,7,873,"C","N","Fed Post"
7,12,2,9,1124,"C","N","M-Press Delivery"
12.3,8,4,9,1735,"C","H","Fed Post"
9.9,16,3,12,1543,"C","N","M-Press Delivery"
10.1,12,1,10,1771,"I","N","M-Press Delivery"
3.1,20,4,6,607,"C","N","M-Press Delivery"
12.2,19,2,8,2045,"C","N","M-Press Delivery"
6.2,17,6,11,1158,"C","N","M-Press Delivery"
8.6,14,3,8,1519,"C","N","M-Press Delivery"
5.7,18,1,10,1549,"C","N","M-Press Delivery"
7.5,9,3,4,1533,"C","N","M-Press Delivery"
7.9,13,3,17,1283,"I","N","Fed Post"
5.9,16,6,8,1292,"C","N","M-Press Delivery"
10.4,9,4,7,1534,"C","N","Fed Post"
7.4,11,2,5,1136,"C","N","M-Press Delivery"
10.1,10,9,14,1579,"C","N","M-Press Delivery"
8.3,14,3,9,1716,"C","N","M-Press Delivery"
17.1,13,6,7,2956,"C","H","Fed Post"
13.1,8,1,7,2497,"C","H","M-Press Delivery"
9,10,8,5,960,"I","N","Fed Post"
9.3,11,4,3,1731,"C","N","M-Press Delivery"
13.2,11,1,3,2052,"I","N","M-Press Delivery"
9,12,1,9,1573,"C","H","M-Press Delivery"
9.9,13,4,7,1674,"I","H","Fed Post"
10.1,12,1,7,1727,"I","N","M-Press Delivery"
14,11,3,8,1915,"I","H","Fed Post"
12.3,17,4,7,1398,"C","N","Fed Post"
7.4,13,3,12,1142,"C","N","Fed Post"
5,13,6,14,613,"C","H","Fed Post"
14,19,3,7,1461,"C","N","Fed Post"
9.4,8,1,6,1349,"I","N","M-Press Delivery"
8.3,14,4,9,1145,"C","N","Fed Post"
8.3,9,5,7,1019,"C","H","Fed Post"
5.4,17,6,9,1337,"I","H","M-Press Delivery"
12.8,4,4,7,1978,"C","N","Fed Post"
7.3,18,3,5,1510,"I","H","M-Press Delivery"
12.9,8,2,7,2230,"I","H","M-Press Delivery"
11.6,7,1,13,1952,"I","H","M-Press Delivery"
6,10,2,14,1302,"C","N","M-Press Delivery"
10.6,14,7,14,1217,"C","H","Fed Post"
13.2,11,3,7,2333,"C","N","M-Press Delivery"
7.1,11,3,10,1044,"C","N","Fed Post"
12,10,6,8,1922,"I","N","M-Press Delivery"
14.4,14,3,11,1930,"I","N","Fed Post"
13,11,4,10,2156,"C","N","M-Press Delivery"
9.9,16,2,6,1506,"C","N","Fed Post"
14.1,13,7,8,1803,"I","N","Fed Post"
11.5,13,6,14,1569,"C","H","Fed Post"
12.2,8,2,12,1548,"C","H","Fed Post"
10.7,12,6,9,1499,"C","N","M-Press Delivery"
9,11,6,9,1192,"C","H","M-Press Delivery"
9.1,16,5,5,1701,"C","N","M-Press Delivery"
9.6,7,3,6,1139,"I","N","Fed Post"
16.4,23,6,6,2368,"C","N","Fed Post"
12.3,12,6,9,2027,"C","N","Fed Post"
11.9,11,5,15,2185,"C","N","Fed Post"
11.1,15,1,20,1694,"C","N","M-Press Delivery"
7.1,14,6,10,1685,"C","N","M-Press Delivery"
12.3,15,7,10,1816,"C","H","Fed Post"
10.1,14,7,11,1620,"I","N","M-Press Delivery"
10.5,9,2,7,1260,"I","N","Fed Post"
13.5,7,7,10,2461,"C","N","M-Press Delivery"
9.7,18,2,8,1478,"C","N","Fed Post"
15.4,18,6,11,1937,"C","N","Fed Post"
14,17,4,7,1533,"C","N","Fed Post"
14.2,12,2,11,1953,"C","N","Fed Post"
10.4,11,4,7,1446,"I","H","Fed Post"
11.6,18,4,10,1586,"C","N","M-Press Delivery"
13.2,24,4,9,2602,"C","N","M-Press Delivery"
8.9,11,4,9,772,"C","H","Fed Post"
10.6,15,2,13,1405,"C","N","Fed Post"
10.9,14,10,13,1506,"C","N","Fed Post"
6.1,15,3,11,1036,"C","N","M-Press Delivery"
11,9,5,5,1343,"C","N","Fed Post"
10.1,10,2,5,1286,"I","N","M-Press Delivery"
11.5,18,3,7,1569,"C","N","M-Press Delivery"
10.3,7,3,10,1560,"C","N","M-Press Delivery"
5.6,9,5,7,462,"C","N","Fed Post"
5,12,7,8,737,"C","N","M-Press Delivery"
10.8,11,9,5,2255,"I","N","M-Press Delivery"
11.2,12,2,12,1335,"C","N","M-Press Delivery"
10,15,6,9,1842,"C","N","M-Press Delivery"
14.7,15,2,5,1590,"C","N","Fed Post"
13.9,16,7,10,2125,"C","N","Fed Post"
9.4,12,5,8,1024,"C","N","Fed Post"
8.4,16,2,9,1403,"C","N","M-Press Delivery"
13.7,10,7,9,2426,"C","N","M-Press Delivery"
7.4,8,6,8,1074,"C","H","M-Press Delivery"
13.4,19,2,11,1901,"I","N","Fed Post"
8.5,12,4,8,1234,"C","N","Fed Post"
11.4,7,7,17,1689,"C","N","Fed Post"
13.1,13,4,11,2119,"C","N","Fed Post"
11.9,14,4,10,2392,"I","N","M-Press Delivery"
10.7,11,6,11,1936,"C","N","M-Press Delivery"
14,10,6,11,2333,"I","N","M-Press Delivery"
13.2,20,1,10,1594,"I","N","Fed Post"
12.7,9,3,5,1974,"C","H","M-Press Delivery"
5.3,11,2,6,919,"I","N","M-Press Delivery"
8.7,9,9,3,1564,"C","N","M-Press Delivery"
6.7,13,3,11,821,"C","H","M-Press Delivery"
6.9,7,4,9,1158,"C","N","M-Press Delivery"
9.4,11,9,5,1046,"C","N","Fed Post"
12.5,19,4,13,1856,"I","N","Fed Post"
12.9,15,3,5,1554,"C","N","Fed Post"
11.7,9,5,8,1699,"I","H","Fed Post"
13.9,12,8,11,2049,"I","N","Fed Post"
12.2,11,6,9,1959,"I","N","M-Press Delivery"
8.9,11,4,3,1506,"C","N","Fed Post"
11.2,9,1,6,1607,"C","H","Fed Post"
15.4,17,3,11,1823,"C","N","Fed Post"
6.5,11,4,12,940,"I","N","M-Press Delivery"
6.2,13,4,4,1152,"C","N","M-Press Delivery"
11.3,7,2,16,1992,"C","N","M-Press Delivery"
10.7,9,4,9,1956,"C","H","M-Press Delivery"
12.3,12,3,15,1556,"I","N","Fed Post"
8.2,9,5,14,657,"I","H","Fed Post"
16.8,16,3,13,2688,"C","N","Fed Post"
10.8,12,1,11,1606,"I","N","Fed Post"
3.6,11,4,9,790,"C","N","M-Press Delivery"
11.1,14,2,6,1992,"C","N","Fed Post"
13.3,6,4,9,2287,"C","N","M-Press Delivery"
5.1,10,3,9,1125,"C","N","M-Press Delivery"
6.7,14,5,11,1620,"C","N","M-Press Delivery"
8.5,13,2,8,1149,"I","H","Fed Post"
6.7,9,5,11,1199,"C","N","M-Press Delivery"
8.6,15,3,9,1561,"C","N","M-Press Delivery"
9.4,15,6,18,1570,"C","H","M-Press Delivery"
15.6,16,2,9,2354,"I","N","Fed Post"
3.7,10,2,6,453,"C","N","M-Press Delivery"
15.1,12,6,11,2283,"C","H","Fed Post"
6.8,21,4,10,892,"I","N","M-Press Delivery"
12.1,16,3,9,1767,"C","H","Fed Post"
10.9,16,5,14,1273,"I","N","Fed Post"
14.6,9,5,9,2322,"C","N","Fed Post"
10.6,14,4,5,1259,"C","H","Fed Post"
8.1,12,3,13,867,"I","H","Fed Post"
10.4,14,7,8,1827,"C","N","M-Press Delivery"
13.8,14,7,8,1692,"C","H","Fed Post"
9.7,12,5,12,1315,"C","N","Fed Post"
10.9,11,2,7,1509,"C","H","Fed Post"
11.6,10,4,6,2109,"C","N","M-Press Delivery"
9.1,12,3,7,1168,"C","N","M-Press Delivery"
10.5,16,2,10,1794,"C","N","M-Press Delivery"
11.5,16,4,8,1972,"I","N","M-Press Delivery"
8.5,18,6,11,2203,"C","H","M-Press Delivery"
5.5,13,4,9,1254,"C","N","M-Press Delivery"
7,14,6,10,1306,"C","N","M-Press Delivery"
9.3,6,2,10,1645,"C","H","M-Press Delivery"
9.5,16,5,9,1448,"I","H","M-Press Delivery"
11.7,12,9,10,1749,"I","N","M-Press Delivery"
10.6,15,3,9,1447,"I","N","Fed Post"
14.3,15,2,8,1985,"C","N","Fed Post"
4.2,12,5,9,905,"C","N","M-Press Delivery"
12.4,14,3,7,2005,"C","N","Fed Post"
4.6,14,5,10,1119,"C","N","M-Press Delivery"
11.2,16,4,12,1460,"C","N","Fed Post"
12.2,9,6,10,2235,"C","N","M-Press Delivery"
11.4,14,2,7,1937,"C","N","M-Press Delivery"
9,7,3,11,1740,"C","H","M-Press Delivery"
15.9,18,5,3,2601,"I","N","Fed Post"
7.1,8,3,3,928,"I","H","M-Press Delivery"
10.4,16,5,11,2387,"C","N","M-Press Delivery"
11.1,17,5,9,2039,"C","N","Fed Post"
3.9,15,5,12,1053,"C","N","M-Press Delivery"
7.5,11,2,5,410,"I","N","Fed Post"
11.5,18,1,7,2432,"C","N","M-Press Delivery"
14.8,19,8,9,1890,"I","N","Fed Post"
22.6,12,1,12,3608,"C","N","Fed Post"
10.1,14,3,4,1817,"C","N","M-Press Delivery"
12.5,14,1,10,1742,"C","N","Fed Post"
9.8,13,4,12,2203,"C","N","M-Press Delivery"
8.7,12,1,11,1771,"C","N","M-Press Delivery"
9.1,12,2,9,1151,"C","H","Fed Post"
11.2,11,4,7,1963,"I","N","M-Press Delivery"
6.1,16,1,5,853,"C","H","Fed Post"
14.5,9,7,11,1952,"C","N","M-Press Delivery"
7.4,19,6,9,1423,"C","N","M-Press Delivery"
8.3,15,4,7,1373,"C","N","M-Press Delivery"
12.7,14,4,10,1545,"C","H","Fed Post"
15.1,11,3,9,2318,"C","N","Fed Post"
14.4,19,6,7,2736,"I","H","M-Press Delivery"
11.8,8,6,5,1394,"C","N","Fed Post"
10.1,15,2,3,1309,"C","N","M-Press Delivery"
14.6,13,2,15,2436,"C","N","Fed Post"
10.1,12,6,6,1116,"C","H","Fed Post"
11.5,16,1,7,1813,"C","N","Fed Post"
12.2,13,2,9,1943,"C","N","M-Press Delivery"
14.8,11,2,8,2230,"I","H","Fed Post"
10.4,17,6,17,1115,"C","H","M-Press Delivery"
4.9,14,5,13,922,"C","N","M-Press Delivery"
9.3,14,1,3,1729,"I","N","Fed Post"
13.8,18,2,13,2569,"I","H","M-Press Delivery"
7.4,15,6,8,1249,"C","N","M-Press Delivery"
12.4,21,3,12,1137,"I","H","Fed Post"
10,14,4,9,1484,"I","N","M-Press Delivery"
8.6,14,2,5,906,"I","N","Fed Post"
10.4,15,5,10,1856,"C","N","Fed Post"
11.2,11,3,11,1799,"C","H","Fed Post"
10.4,15,1,11,1905,"C","N","M-Press Delivery"
16.9,8,3,6,2325,"I","N","Fed Post"
7.5,17,6,8,1712,"C","N","Fed Post"
7.1,8,1,9,1159,"C","H","M-Press Delivery"
11.4,10,2,5,1865,"C","N","Fed Post"
10,10,3,10,1102,"C","N","Fed Post"
13.3,15,2,9,2286,"C","N","Fed Post"
11.7,15,5,7,2052,"C","N","M-Press Delivery"
8.2,16,1,7,1760,"C","H","M-Press Delivery"
17.5,19,8,8,2418,"C","N","Fed Post"
12.6,17,2,9,1811,"C","N","M-Press Delivery"
16.1,15,2,5,2358,"C","N","M-Press Delivery"
16.7,11,3,4,2436,"C","N","Fed Post"
18.1,19,4,10,2144,"C","N","Fed Post"
8.3,12,9,9,1183,"C","N","M-Press Delivery"
8.5,6,4,12,1518,"C","H","M-Press Delivery"
12.7,14,8,5,1673,"C","N","Fed Post"
12.6,19,3,7,2124,"I","N","Fed Post"
15.1,17,4,9,2579,"C","N","Fed Post"
15.7,13,4,12,2290,"C","N","Fed Post"
11.2,7,8,14,1726,"I","N","M-Press Delivery"
9,19,3,7,773,"I","N","Fed Post"
13.5,16,7,6,2755,"I","N","M-Press Delivery"
6.6,15,3,9,735,"I","N","Fed Post"
11,10,1,6,1675,"C","N","Fed Post"
8,8,2,8,1378,"C","H","M-Press Delivery"
3.1,16,1,4,689,"C","N","M-Press Delivery"
12.8,13,7,10,2210,"C","N","M-Press Delivery"
11.1,13,3,9,2205,"C","N","M-Press Delivery"
15.3,15,2,15,1822,"C","H","Fed Post"
17.6,13,1,9,2818,"C","H","Fed Post"
13,12,5,7,2147,"C","H","Fed Post"
5.5,17,3,12,862,"C","N","M-Press Delivery"
9.7,15,3,14,1909,"C","H","M-Press Delivery"
11.4,17,9,7,1780,"I","N","M-Press Delivery"
9.5,16,5,10,1062,"C","H","Fed Post"
13.9,17,3,7,2202,"I","N","Fed Post"
8.9,11,4,7,1618,"C","N","M-Press Delivery"
10.1,11,2,12,1554,"C","N","M-Press Delivery"
17.8,17,6,9,2309,"I","H","Fed Post"
15.9,16,1,2,2263,"C","N","Fed Post"
11.9,13,4,14,1743,"I","N","Fed Post"
8.9,10,6,9,1306,"C","N","M-Press Delivery"
14.5,14,1,15,2272,"I","H","Fed Post"
10.2,15,4,10,1843,"C","N","M-Press Delivery"
8.3,18,6,10,627,"I","N","Fed Post"
13.6,11,2,7,1543,"C","H","Fed Post"
12.7,14,3,8,2475,"C","N","M-Press Delivery"
10.5,12,5,6,1479,"C","N","Fed Post"
11,11,5,7,2248,"I","N","M-Press Delivery"
10,13,3,8,1511,"C","N","M-Press Delivery"
12.2,10,2,5,1610,"C","H","Fed Post"
12.6,8,4,16,1683,"I","N","Fed Post"
11.5,10,3,11,2475,"C","H","M-Press Delivery"
10.2,6,6,9,1498,"C","N","Fed Post"
17.8,23,4,16,2609,"C","N","M-Press Delivery"
14.1,10,6,14,2194,"I","N","Fed Post"
9.1,14,1,11,1630,"C","H","M-Press Delivery"
6.6,14,8,12,1113,"C","H","M-Press Delivery"
13,13,1,8,1867,"C","H","Fed Post"
6.8,15,5,13,521,"C","N","Fed Post"
11.7,9,5,11,1712,"C","H","M-Press Delivery"
13,19,7,12,1979,"C","N","Fed Post"
5.8,13,3,7,1079,"I","N","M-Press Delivery"
13.3,8,4,8,1921,"C","N","M-Press Delivery"
7.9,2,8,10,1282,"I","N","M-Press Delivery"
13,9,4,7,1697,"I","N","Fed Post"
11.6,13,5,7,2136,"C","N","M-Press Delivery"
8.6,11,7,9,1485,"C","N","M-Press Delivery"
11.5,12,6,13,2251,"C","H","M-Press Delivery"
8.3,11,3,12,1164,"C","N","Fed Post"
11.2,17,2,13,1599,"I","N","Fed Post"
9.2,10,5,10,1334,"I","N","Fed Post"
14.1,9,4,9,2391,"I","N","M-Press Delivery"
11.7,15,7,7,1502,"C","H","Fed Post"
12.1,12,4,10,1207,"I","N","Fed Post"
10.5,15,4,10,1531,"C","N","M-Press Delivery"
11.4,12,4,5,1527,"I","N","Fed Post"
11.7,15,5,6,2509,"C","N","M-Press Delivery"
7.4,12,3,12,1490,"C","N","M-Press Delivery"
9.6,17,2,7,1237,"C","N","Fed Post"
8.9,15,3,7,1374,"C","H","M-Press Delivery"
11,14,2,5,2103,"I","N","M-Press Delivery"
18,11,3,10,2518,"C","N","Fed Post"
13,20,4,17,1872,"I","H","Fed Post"
10.7,10,7,6,2187,"C","N","M-Press Delivery"
13.7,16,7,4,1933,"C","H","Fed Post"
9.6,9,4,8,1875,"C","N","M-Press Delivery"
18.2,17,5,12,2887,"C","N","Fed Post"
9.1,15,5,12,1304,"C","N","M-Press Delivery"
10.2,11,6,11,1852,"C","N","M-Press Delivery"
5.3,13,3,7,1189,"C","H","M-Press Delivery"
8.3,10,7,10,1280,"C","N","M-Press Delivery"
8,14,5,6,1268,"C","N","M-Press Delivery"
8,7,7,10,1562,"C","H","M-Press Delivery"
13.5,15,1,8,2407,"C","N","M-Press Delivery"
12.7,13,11,12,2015,"I","N","M-Press Delivery"
16.2,25,6,12,1572,"C","N","Fed Post"
8.8,16,1,5,1420,"C","N","M-Press Delivery"
9.5,15,6,10,1271,"C","N","Fed Post"
14.2,10,3,9,2103,"C","N","Fed Post"
10.8,11,5,11,1374,"C","H","Fed Post"
8.8,11,2,12,1387,"I","H","Fed Post"
7.3,12,6,6,1706,"C","N","M-Press Delivery"
9.5,12,1,10,1577,"C","N","M-Press Delivery"
5.4,17,2,9,474,"C","N","Fed Post"
17.1,11,1,9,2791,"C","N","Fed Post"
11.6,16,3,7,2731,"C","N","M-Press Delivery"
9,12,4,9,1620,"C","H","Fed Post"
8.7,11,5,10,1437,"C","N","Fed Post"
11.4,17,1,9,1273,"C","N","Fed Post"
13.2,9,8,15,2610,"C","H","M-Press Delivery"
17.3,11,3,9,2753,"I","N","Fed Post"
11.8,13,2,13,1761,"C","N","Fed Post"
9.2,8,5,13,1101,"I","N","Fed Post"
10.1,15,6,15,1855,"C","N","M-Press Delivery"
16.2,18,3,10,1831,"C","N","Fed Post"
11.8,16,1,7,2371,"I","N","M-Press Delivery"
12.6,13,6,9,1845,"C","H","Fed Post"
5.7,12,5,11,1123,"C","N","M-Press Delivery"
13,11,7,9,2142,"C","N","M-Press Delivery"
12.8,14,6,10,2293,"C","N","Fed Post"
9.9,7,6,6,1139,"C","H","Fed Post"
8.7,17,4,6,730,"I","N","Fed Post"
8.8,10,5,8,1675,"C","N","M-Press Delivery"
13.9,18,5,10,1673,"C","H","Fed Post"
11.8,16,8,9,1500,"C","N","Fed Post"
10.6,9,4,6,2061,"I","N","M-Press Delivery"
11.8,15,5,10,2096,"C","N","M-Press Delivery"
15.1,14,3,7,2249,"I","N","Fed Post"
8.5,10,4,6,1483,"C","N","M-Press Delivery"
8.6,10,7,12,1486,"I","N","M-Press Delivery"
10.3,15,2,7,955,"C","N","Fed Post"
5.5,11,5,9,1384,"C","N","M-Press Delivery"
10.5,9,5,10,2067,"C","N","M-Press Delivery"
13.3,15,1,11,2431,"C","H","M-Press Delivery"
11.8,7,6,11,1627,"I","H","Fed Post"
10.3,8,1,10,1604,"C","N","Fed Post"
12.7,12,5,7,1975,"C","N","Fed Post"
11.5,13,6,6,2132,"C","N","M-Press Delivery"
4.6,14,2,8,1339,"C","N","M-Press Delivery"
5.1,9,2,13,741,"C","N","M-Press Delivery"
10.6,12,3,8,1822,"C","N","M-Press Delivery"
12,15,1,9,1429,"C","N","M-Press Delivery"
5.7,7,4,11,745,"I","N","M-Press Delivery"
7.1,14,6,1,1150,"C","N","M-Press Delivery"
12.3,12,6,13,1804,"C","N","M-Press Delivery"
18.4,16,2,7,2326,"I","N","M-Press Delivery"
9.1,16,4,13,1733,"I","N","M-Press Delivery"
17.4,16,3,16,2384,"I","N","Fed Post"
12.4,17,3,13,2273,"I","N","M-Press Delivery"
7.7,8,4,9,1366,"I","N","M-Press Delivery"
6.5,14,2,8,1093,"C","N","M-Press Delivery"
12.8,11,6,15,2220,"C","N","Fed Post"
11.8,17,5,13,2072,"C","N","M-Press Delivery"
12,16,9,11,1642,"C","N","M-Press Delivery"
11.1,13,3,9,1373,"C","H","Fed Post"
5,9,5,6,836,"C","N","M-Press Delivery"
8.4,13,6,12,1036,"C","H","M-Press Delivery"
12.6,15,5,7,1533,"I","N","Fed Post"
6.5,9,3,5,1030,"I","N","M-Press Delivery"
10.5,9,3,14,1596,"C","N","Fed Post"
13,12,3,9,1947,"I","N","M-Press Delivery"
13.1,17,1,12,1729,"I","N","M-Press Delivery"
12.6,15,7,5,1819,"C","N","Fed Post"
9,21,5,5,778,"C","N","Fed Post"
8.9,11,2,11,1902,"C","N","M-Press Delivery"
8.4,15,2,8,1399,"C","N","M-Press Delivery"
9.5,11,3,5,1545,"C","N","Fed Post"
2.4,16,1,7,192,"I","N","M-Press Delivery"
12.1,10,7,10,1824,"C","N","M-Press Delivery"
13.7,9,4,9,2589,"C","N","M-Press Delivery"
13.4,16,1,13,2006,"C","N","Fed Post"
13.4,11,3,10,2365,"C","H","M-Press Delivery"
8.4,14,5,15,1120,"C","H","Fed Post"
14.5,8,3,4,2297,"C","N","M-Press Delivery"
8,15,3,10,1256,"C","H","Fed Post"
12.8,11,4,3,1740,"C","N","Fed Post"
8.4,11,3,8,963,"I","H","Fed Post"
7.6,14,5,6,1263,"I","N","M-Press Delivery"
14.1,15,4,7,2318,"I","N","M-Press Delivery"
13.3,10,3,9,2482,"I","N","M-Press Delivery"
4.5,9,5,10,686,"C","N","Fed Post"
8.2,12,4,10,1766,"C","N","M-Press Delivery"
14.6,13,1,11,1852,"C","N","Fed Post"
9.4,11,1,6,1356,"I","N","M-Press Delivery"
7.4,13,5,9,1243,"C","N","M-Press Delivery"
16.5,14,4,11,2691,"C","N","Fed Post"
11.3,19,4,14,1477,"I","N","Fed Post"
7.1,9,4,4,1014,"I","N","Fed Post"
10.9,13,3,10,1374,"C","H","M-Press Delivery"
10.8,17,2,9,1465,"I","H","M-Press Delivery"
9.4,11,5,7,1553,"C","H","Fed Post"
6.6,7,2,12,944,"I","N","M-Press Delivery"
8.5,12,3,9,1093,"I","H","M-Press Delivery"
7.2,11,5,11,887,"I","N","M-Press Delivery"
15.1,12,3,15,2595,"C","H","M-Press Delivery"
4.4,13,3,10,264,"I","N","Fed Post"
